,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,chembl_id.type,chembl_id,refDOI.type,refDOI,structure_cas.type,structure_cas
2415,uri,http://www.wikidata.org/entity/Q15227576,uri,http://www.wikidata.org/entity/Q105276410,literal,Illicium minwanense,literal,UOJOLCLAGZTOOG-UHFFFAOYSA-N,literal,O=C1OC23CC(O)C(C)C3(C1)CC4(O)OCC2(C)C4C,literal,906401-1,en,literal,"5,12-Dihydroxy-2,13,14-trimethyl-4,10-dioxatetracyclo[5.3.3.12,5.01,7]tetradecan-9-one",,,literal,10.1021/NP8004979,,
2416,uri,http://www.wikidata.org/entity/Q12218767,uri,http://www.wikidata.org/entity/Q105349170,literal,Schisandra arisanensis,literal,YJCBIKOHKNOQKG-PZTLIRJESA-N,literal,O=C(OC1C=2C=C3OCOC3=C(O)C2C4=C(OC)C(OC)=C(OC)C=C4CC(C)C1C)C=CC=5C=CC=CC5,literal,555084-1,en,literal,Schizanrin A,,,literal,10.1021/JO990263F,,
2417,uri,http://www.wikidata.org/entity/Q10935134,uri,http://www.wikidata.org/entity/Q105281005,literal,Illicium angustisepalum,literal,UXSLPZBFZDNZJH-WMNSZERYSA-N,literal,O=C1OCC2(C)C(O)(C(=O)CC3(C1)C(C)CC(=O)C23O)C,literal,554491-1,en,literal,"(1R,2R,5R,6R,13R)-5,13-dihydroxy-2,6,13-trimethyl-8-oxatricyclo[4.4.3.01,5]tridecane-4,9,12-trione",,,literal,10.1021/NP0206110,,
2418,uri,http://www.wikidata.org/entity/Q10928315,uri,http://www.wikidata.org/entity/Q105276410,literal,Illicium difengpi,literal,UOJOLCLAGZTOOG-UHFFFAOYSA-N,literal,O=C1OC23CC(O)C(C)C3(C1)CC4(O)OCC2(C)C4C,literal,435471-1,en,literal,"5,12-Dihydroxy-2,13,14-trimethyl-4,10-dioxatetracyclo[5.3.3.12,5.01,7]tetradecan-9-one",,,literal,10.1021/NP8004979,,
2419,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q105361236,literal,Schisandra chinensis,literal,YTAKUZMOQQARQX-NEPJUHHUSA-N,literal,OC=1C=C2C(=C(OC)C1OC)C=3C(O)=C(OC)C(OC)=CC3CC(C)C(C)C2,literal,60456331-2,en,literal,Rubrisandrin A,,,literal,10.1055/S-0030-1249861,,
2420,uri,http://www.wikidata.org/entity/Q12237782,uri,http://www.wikidata.org/entity/Q105306362,literal,Illicium dunnianum,literal,WIMJECGEGNBKAO-YIXXDRMTSA-N,literal,O=C1C(=CC2(OC3=CC=C(C=C3C2C1)CC=C)CC=C)C=4C=C(C=CC4O)CC=C,literal,554505-1,en,literal,"(4aR,9bR)-3-(2-hydroxy-5-prop-2-enylphenyl)-4a,8-bis(prop-2-enyl)-1,9b-dihydrodibenzofuran-2-one",,,literal,10.1016/S0031-9422(96)00675-9,,
2421,uri,http://www.wikidata.org/entity/Q12237782,uri,http://www.wikidata.org/entity/Q105348986,literal,Illicium dunnianum,literal,YIRAEUKOPKEBHB-WKEGUHRASA-N,literal,OC(C1=CC=C2OCOC2=C1)C(O)C,literal,554505-1,en,literal,"(1R,2S)-1-(1,3-benzodioxol-5-yl)propane-1,2-diol",,,literal,10.1016/S0031-9422(96)00675-9,,
2422,uri,http://www.wikidata.org/entity/Q10905351,uri,http://www.wikidata.org/entity/Q105350407,literal,Schisandra sphenanthera,literal,YLZNPKONASUZEQ-UHFFFAOYSA-N,literal,O=C(O)C(=CCCC(C)C1CCC2(C)C3CCC(C(O)(C)C)C4(CCC(=O)O)CC34CCC12C)C,literal,555104-1,en,literal,"6-[13-(2-Carboxyethyl)-12-(2-hydroxypropan-2-yl)-4,8-dimethyl-5-tetracyclo[7.5.0.01,13.04,8]tetradecanyl]-2-methylhept-2-enoic acid",,,literal,10.1021/OL902974J,,
2423,uri,http://www.wikidata.org/entity/Q10905351,uri,http://www.wikidata.org/entity/Q105276203,literal,Schisandra sphenanthera,literal,UNXPYROOCYNIMG-BEBVGNHOSA-N,literal,OC1(C)C(OC=2C=CC=CC2)C3=CC(OC)=C(OC)C(OC)=C3C=4C(OC)=C(OC)C(OC)=CC4CC1C,literal,555104-1,en,literal,"(8R,9R)-3,4,5,14,15,16-hexamethoxy-9,10-dimethyl-8-phenoxytricyclo[10.4.0.02,7]hexadeca-1(16),2,4,6,12,14-hexaen-9-ol",,,literal,10.1016/J.CHROMA.2008.09.070,,
2424,uri,http://www.wikidata.org/entity/Q10916972,uri,http://www.wikidata.org/entity/Q105367072,literal,Schisandra propinqua,literal,YWQNGIMMYQGSJD-RXRFRGKASA-N,literal,O=C1OC23CC45OC6(OC7C(OC(=O)C7C)C8C6C(C(=O)C8(O)C)(C)CC4)C(=O)C5CCC3C(OC2C1)(C)CO,literal,555101-1,en,literal,Schisandilactone I,,,literal,10.1021/NP100144D,,
2425,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q105328237,literal,Kadsura heteroclita,literal,XHOUDPVGNPJRHS-WKHULVKOSA-N,literal,O=C1OC(C)(C)C2C=CC3=C(C=C2C=C1)CC(OC(=O)C)C4(C)C(CCC34C)C(O)(C)C5OC(=O)C(=CC5)C,literal,554576-1,en,literal,"[(9R,13S,16S,17R,18S)-16-[(1R)-1-hydroxy-1-[(2S)-5-methyl-6-oxo-2,3-dihydropyran-2-yl]ethyl]-8,8,13,17-tetramethyl-6-oxo-7-oxatetracyclo[10.7.0.03,9.013,17]nonadeca-1(12),2,4,10-tetraen-18-yl] acetate",,,literal,10.1002/MRC.2000,,
2426,uri,http://www.wikidata.org/entity/Q12218767,uri,http://www.wikidata.org/entity/Q105361236,literal,Schisandra arisanensis,literal,YTAKUZMOQQARQX-NEPJUHHUSA-N,literal,OC=1C=C2C(=C(OC)C1OC)C=3C(O)=C(OC)C(OC)=CC3CC(C)C(C)C2,literal,555084-1,en,literal,Rubrisandrin A,,,literal,10.1021/NP9003678,,
2427,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q105343015,literal,Schisandra chinensis,literal,XVOAOTAZULSEBL-UHFFFAOYSA-N,literal,O=C(OC(C1OC(=O)C(C)C1)C(C)C2C3C4(O)OC5(CCC23C)C(O)C67OC(=O)CC7OC(C)(C)C6CCC5C4=O)C,literal,60456331-2,en,literal,Pre-schisanartanin B,,,literal,10.1016/J.TET.2008.02.085,,
2428,uri,http://www.wikidata.org/entity/Q10933612,uri,http://www.wikidata.org/entity/Q105298448,literal,Illicium majus,literal,VXDVFPLMCHUTNP-SSOSXTOCSA-N,literal,O=C1OC2CC3(C1O)C(C)CC(O)C3(O)C4(C)COC(=O)C24O,literal,554519-1,en,literal,"(1S,2R,4R,5R,6S,10R,11S,14R)-4,5,10,14-tetrahydroxy-2,6-dimethyl-8,12-dioxatetracyclo[9.3.1.01,5.06,10]pentadecane-9,13-dione",,,literal,10.1016/S0040-4039(00)86678-2,,
2429,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q105307647,literal,Schisandra chinensis,literal,WKRDQUNBIWYNSG-UHFFFAOYSA-N,literal,O=C1OC23CC45OC6(OC7C(OC(=O)C7C)C8C(C(=O)C(C)(CC4)C86)C)C(=O)C5=CCC3C(OC2C1)(C)C,literal,60456331-2,en,literal,"9,9,18,23,25-Pentamethyl-4,8,16,20,28-pentaoxaoctacyclo[13.12.1.115,22.01,13.03,7.03,10.017,21.025,29]nonacos-12-ene-5,14,19,24-tetrone",,,literal,10.1016/J.TET.2008.02.085,,
2430,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q105307647,literal,Schisandra chinensis,literal,WKRDQUNBIWYNSG-UHFFFAOYSA-N,literal,O=C1OC23CC45OC6(OC7C(OC(=O)C7C)C8C(C(=O)C(C)(CC4)C86)C)C(=O)C5=CCC3C(OC2C1)(C)C,literal,60456331-2,en,literal,"9,9,18,23,25-Pentamethyl-4,8,16,20,28-pentaoxaoctacyclo[13.12.1.115,22.01,13.03,7.03,10.017,21.025,29]nonacos-12-ene-5,14,19,24-tetrone",,,literal,10.1021/NP0700927,,
2431,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q105307647,literal,Schisandra chinensis,literal,WKRDQUNBIWYNSG-UHFFFAOYSA-N,literal,O=C1OC23CC45OC6(OC7C(OC(=O)C7C)C8C(C(=O)C(C)(CC4)C86)C)C(=O)C5=CCC3C(OC2C1)(C)C,literal,60456331-2,en,literal,"9,9,18,23,25-Pentamethyl-4,8,16,20,28-pentaoxaoctacyclo[13.12.1.115,22.01,13.03,7.03,10.017,21.025,29]nonacos-12-ene-5,14,19,24-tetrone",,,literal,10.1021/NP060047J,,
2432,uri,http://www.wikidata.org/entity/Q2878644,uri,http://www.wikidata.org/entity/Q105367535,literal,Illicium verum,literal,YXEPEHFXXORWGP-BRAIEQGRSA-N,literal,O1C2=CC=C(C=CC)C=C2C(C)C1(C)C,literal,554553-1,en,literal,"(3R)-2,2,3-trimethyl-5-[(E)-prop-1-enyl]-3H-1-benzofuran",,,literal,10.1016/S0031-9422(98)00150-2,,
2433,uri,http://www.wikidata.org/entity/Q15227576,uri,http://www.wikidata.org/entity/Q105281005,literal,Illicium minwanense,literal,UXSLPZBFZDNZJH-WMNSZERYSA-N,literal,O=C1OCC2(C)C(O)(C(=O)CC3(C1)C(C)CC(=O)C23O)C,literal,906401-1,en,literal,"(1R,2R,5R,6R,13R)-5,13-dihydroxy-2,6,13-trimethyl-8-oxatricyclo[4.4.3.01,5]tridecane-4,9,12-trione",,,literal,10.1021/NP0206110,,
2434,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q105342337,literal,Kadsura heteroclita,literal,XUIUDMCZUMRZDC-ZHOMHHPZSA-N,literal,O=C(OC1C2=CC=3OCOC3C=4OCC5(C(=O)C(OC)=C(OC)C=C5C(O)C(C)C1C)C42)C(=CC)C,literal,554576-1,en,literal,HeteroclitinE,,,literal,10.1016/0031-9422(92)90049-V,,
2435,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q105342337,literal,Kadsura heteroclita,literal,XUIUDMCZUMRZDC-ZHOMHHPZSA-N,literal,O=C(OC1C2=CC=3OCOC3C=4OCC5(C(=O)C(OC)=C(OC)C=C5C(O)C(C)C1C)C42)C(=CC)C,literal,554576-1,en,literal,HeteroclitinE,,,literal,10.1248/CPB.40.1510,,
2436,uri,http://www.wikidata.org/entity/Q10960106,uri,http://www.wikidata.org/entity/Q105350790,literal,Schisandra micrantha,literal,YMWZSNQZURFZMX-RHSMJXSCSA-N,literal,O=C(O)CCC12CC32CCC4(C(=O)CCC4(C)C3CCC1C(=C)C)C,literal,555073-1,en,literal,Micranoic Acid B,,,literal,10.1248/CPB.51.1174,literal,659738-09-7
2437,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q105337728,literal,Kadsura heteroclita,literal,XOFMGLIUAQNIAH-HQPVEDPXSA-N,literal,O=C1OC(CC=C1C)C(C)C2CC(OC(=O)C)C3(C)C4CCC(C(=C)C)C5(CCC(=O)O)CC45CCC23C,literal,554576-1,en,literal,Heteroclitalactone A,,,literal,10.1055/S-2005-916263,,
2438,uri,http://www.wikidata.org/entity/Q11126507,uri,http://www.wikidata.org/entity/Q105307432,literal,Schisandra pubescens,literal,WKKJGHCXVKEJNU-JARUQAPTSA-N,literal,OC1CCC(=C)C2C(O)C(CCC12C)C(C)C,literal,555102-1,en,literal,"1beta,6beta-Dihydroxyeudesm-4(14)-ene",,,literal,10.1002/HLCA.200690114,,
2439,uri,http://www.wikidata.org/entity/Q10905351,uri,http://www.wikidata.org/entity/Q105286644,literal,Schisandra sphenanthera,literal,VHVWOSAFJYDAEC-WBLVZYFNSA-N,literal,O=C1OC2C(OC34OC5(C(=CC=C6C(=COC6(C)C)C5)C3=O)CCC7(C(=O)C(O)(C)C2C47)C)C1(O)C,literal,555104-1,en,literal,Sphenalactone C,,,literal,10.1016/J.PHYTOCHEM.2008.09.010,,
2440,uri,http://www.wikidata.org/entity/Q15227571,uri,http://www.wikidata.org/entity/Q105299159,literal,Illicium merrillianum,literal,VYQVVSPAPSKYFT-LORNTQLISA-N,literal,O=C1CC23C(O)C4(O)OCC(C)(C3(O)CCC2C)C14C,literal,554523-1,en,literal,"(1S,2R,5S,6S,9S,10S,13S)-5,9,13-trihydroxy-2,6,10-trimethyl-8-oxatetracyclo[7.3.1.01,5.06,10]tridecan-11-one",,,literal,10.1021/NP0005715,,
2441,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q105344850,literal,Kadsura heteroclita,literal,XZCZGKLGPSAZCN-IAVOXFOVSA-N,literal,O=C1OC(CC=C1C)C(C)C2CCC3(C)C4CCC(C(=C)C)C5(CCC(=O)OC)CC45CCC23C,literal,554576-1,en,literal,"methyl 3-[(1S,4R,5R,8S,9S,12S,13R)-4,8-dimethyl-5-[(1S)-1-[(2R)-5-methyl-6-oxo-2,3-dihydropyran-2-yl]ethyl]-12-prop-1-en-2-yl-13-tetracyclo[7.5.0.01,13.04,8]tetradecanyl]propanoate",,,literal,10.1055/S-2005-916263,,
2442,uri,http://www.wikidata.org/entity/Q10935134,uri,http://www.wikidata.org/entity/Q105308422,literal,Illicium angustisepalum,literal,WMBGNPQDZHRODL-ONSCTEFMSA-N,literal,O=C(O)C1(C)CCCC2(C)C1CCC3=CC4(OOC32CC4)C(=C)C,literal,554491-1,en,literal,Angustanoic acid B,,,literal,10.1021/NP980054A,,
2443,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q105346138,literal,Schisandra chinensis,literal,YBZZAVZIVCBPDJ-MYODQAERSA-N,literal,OC1(C)CC2=CC=3OCOC3C(OC)=C2C=4C(OC)=C(OC)C(OC)=CC4CC1C,literal,60456331-2,en,literal,"(9S,10S)-3,4,5,19-tetramethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-10-ol",,,literal,10.1055/S-2003-37024,,
2444,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q105346138,literal,Schisandra chinensis,literal,YBZZAVZIVCBPDJ-MYODQAERSA-N,literal,OC1(C)CC2=CC=3OCOC3C(OC)=C2C=4C(OC)=C(OC)C(OC)=CC4CC1C,literal,60456331-2,en,literal,"(9S,10S)-3,4,5,19-tetramethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-10-ol",,,literal,10.1248/BPB.22.265,,
2445,uri,http://www.wikidata.org/entity/Q10916972,uri,http://www.wikidata.org/entity/Q105365633,literal,Schisandra propinqua,literal,YVMJUSKDPJGDHW-UHFFFAOYSA-N,literal,OC1C2=CC=3OCOC3C(OC)=C2C=4C(OC)=C(OC)C(OC)=CC4CC(C)C1C,literal,555101-1,en,literal,Isogomisin O,,,literal,10.1248/CPB.55.1281,,
2446,uri,http://www.wikidata.org/entity/Q10960116,uri,http://www.wikidata.org/entity/Q105276407,literal,Illicium micranthum,literal,UOJOLCLAGZTOOG-KAAKXZQYSA-N,literal,O=C1OC23CC(O)C(C)C3(C1)CC4(O)OCC2(C)C4C,literal,554525-1,en,literal,(6R)-Pseudomajucin,,,literal,10.1002/HLCA.200690102,,
2447,uri,http://www.wikidata.org/entity/Q10935134,uri,http://www.wikidata.org/entity/Q105297406,literal,Illicium angustisepalum,literal,VUSNLFYUMKLEAV-QRQLOZEOSA-N,literal,O=C(O)C1(C)CCCC2(C3=CC=C(C=C3CCC12)C(=O)C)C,literal,554491-1,en,literal,Angustanoic acid G,,,literal,10.1021/NP980054A,,
2448,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q105323166,literal,Kadsura heteroclita,literal,WZHLOZOCPVZWTE-UHFFFAOYSA-N,literal,O=C(OC)C=C1CC(C)C(C)C(OC(=O)C(=CC)C)C2=CC=3OCOC3C=4OCC1(C(=O)C(=O)OC)C42,literal,554576-1,en,literal,"[4-(2-Methoxy-2-oxoacetyl)-5-(2-methoxy-2-oxoethylidene)-7,8-dimethyl-2,13,15-trioxatetracyclo[8.6.1.04,17.012,16]heptadeca-1(17),10,12(16)-trien-9-yl] 2-methylbut-2-enoate",,,literal,10.1021/NP0105127,,
2449,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q105350700,literal,Kadsura heteroclita,literal,YMROIYYFBRDJOJ-YLOJGFRUSA-N,literal,O=C1OC(C)(C)C2C(C=C1)=CC3(O)CC4C(=C)C(O)(CCC4(C)C3CC2O)C(C)C5OC(=O)C(=CC5)C,literal,554576-1,en,literal,longipedlactoneH,,,literal,10.1002/CBDV.200900173,,
2450,uri,http://www.wikidata.org/entity/Q10928315,uri,http://www.wikidata.org/entity/Q105344547,literal,Illicium difengpi,literal,XYLIIEXXYHZFME-UKSSEWCLSA-N,literal,OCCCC1=CC(OC)=C2OC(C(C2=C1)CO)C3(O)CCC(OC)C(O)C3,literal,435471-1,en,literal,difengpiol B,,,literal,10.1021/NP900712V,,
2451,uri,http://www.wikidata.org/entity/Q12218767,uri,http://www.wikidata.org/entity/Q105343016,literal,Schisandra arisanensis,literal,XVOAOTAZULSEBL-ZBEPTVKHSA-N,literal,O=C(OC(C1OC(=O)C(C)C1)C(C)C2C3C4(O)OC5(CCC23C)C(O)C67OC(=O)CC7OC(C)(C)C6CCC5C4=O)C,literal,555084-1,en,literal,arisanlactone D,,,literal,10.1021/NP100048H,,
2452,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q105361237,literal,Schisandra chinensis,literal,YTAKUZMOQQARQX-NWDGAFQWSA-N,literal,OC=1C=C2C(=C(OC)C1OC)C=3C(O)=C(OC)C(OC)=CC3CC(C)C(C)C2,literal,60456331-2,en,literal,Arisanschinin F,,,literal,10.1055/S-0030-1249861,,
2453,uri,http://www.wikidata.org/entity/Q11051380,uri,http://www.wikidata.org/entity/Q105345267,literal,Illicium tashiroi,literal,XZZQHLCFYXEGRV-YUELXQCFSA-N,literal,O=C1C(=CC23OCOC3(OC(C2)C(O)(C)C)C1)CC=C,literal,554547-1,en,literal,Illicinone E,,,literal,10.1016/S0031-9422(00)97566-6,,
2454,uri,http://www.wikidata.org/entity/Q10916972,uri,http://www.wikidata.org/entity/Q105278126,literal,Schisandra propinqua,literal,USCMKEFHNCTQDS-CSIMLLKPSA-N,literal,O=C1OC(C=C1C)C(O)C(C)C2CCC3(O)C4CCC5C(OC6CC(=O)OC65CC4(O)CCC23C)(C)C,literal,555101-1,en,literal,propindilatone E,,,literal,10.1021/NP8001699,,
2455,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q105323167,literal,Kadsura heteroclita,literal,WZHLOZOCPVZWTE-XRACDWGFSA-N,literal,O=C(OC)C=C1CC(C)C(C)C(OC(=O)C(=CC)C)C2=CC=3OCOC3C=4OCC1(C(=O)C(=O)OC)C42,literal,554576-1,en,literal,"[(4S,5Z,7R,8R,9R)-4-(2-methoxy-2-oxoacetyl)-5-(2-methoxy-2-oxoethylidene)-7,8-dimethyl-2,13,15-trioxatetracyclo[8.6.1.04,17.012,16]heptadeca-1(17),10,12(16)-trien-9-yl] (Z)-2-methylbut-2-enoate",,,literal,10.1248/CPB.40.1510,,
2456,uri,http://www.wikidata.org/entity/Q11066007,uri,http://www.wikidata.org/entity/Q105323167,literal,Kadsura heteroclita,literal,WZHLOZOCPVZWTE-XRACDWGFSA-N,literal,O=C(OC)C=C1CC(C)C(C)C(OC(=O)C(=CC)C)C2=CC=3OCOC3C=4OCC1(C(=O)C(=O)OC)C42,literal,554576-1,en,literal,"[(4S,5Z,7R,8R,9R)-4-(2-methoxy-2-oxoacetyl)-5-(2-methoxy-2-oxoethylidene)-7,8-dimethyl-2,13,15-trioxatetracyclo[8.6.1.04,17.012,16]heptadeca-1(17),10,12(16)-trien-9-yl] (Z)-2-methylbut-2-enoate",,,literal,10.1021/NP0105127,,
2457,uri,http://www.wikidata.org/entity/Q10928315,uri,http://www.wikidata.org/entity/Q105303745,literal,Illicium difengpi,literal,WFBOEYGGPYVKBR-DHIUTWEWSA-N,literal,OCCCC1=CC(OC)=C(OC(CO)C(O)C2=CC(OC)=C(OC(CO)CO)C(OC)=C2)C(OC)=C1,literal,435471-1,en,literal,"(1R,2R)-1-[4-(1,3-dihydroxypropan-2-yloxy)-3,5-dimethoxyphenyl]-2-[4-(3-hydroxypropyl)-2,6-dimethoxyphenoxy]propane-1,3-diol",,,literal,10.1021/NP900712V,,
2458,uri,http://www.wikidata.org/entity/Q12218767,uri,http://www.wikidata.org/entity/Q105361237,literal,Schisandra arisanensis,literal,YTAKUZMOQQARQX-NWDGAFQWSA-N,literal,OC=1C=C2C(=C(OC)C1OC)C=3C(O)=C(OC)C(OC)=CC3CC(C)C(C)C2,literal,555084-1,en,literal,Arisanschinin F,,,literal,10.1021/NP9003678,,
2459,uri,http://www.wikidata.org/entity/Q10905351,uri,http://www.wikidata.org/entity/Q105350790,literal,Schisandra sphenanthera,literal,YMWZSNQZURFZMX-RHSMJXSCSA-N,literal,O=C(O)CCC12CC32CCC4(C(=O)CCC4(C)C3CCC1C(=C)C)C,literal,555104-1,en,literal,Micranoic Acid B,,,literal,10.1002/HLCA.201000242,literal,659738-09-7
2460,uri,http://www.wikidata.org/entity/Q12218767,uri,http://www.wikidata.org/entity/Q105304092,literal,Schisandra arisanensis,literal,WFNWOPFVZGRWFA-RMDKCXRXSA-N,literal,O=C1C2=CC(OC)=C(O)C=C2C(C3=CC=C(O)C(OC)=C3)C(C)C1C,literal,555084-1,en,literal,Arisantetralone B,,,literal,10.1021/NP9003678,,
2461,uri,http://www.wikidata.org/entity/Q10935134,uri,http://www.wikidata.org/entity/Q105308979,literal,Illicium angustisepalum,literal,WNBPGFDYVSHZNY-RLLQIKCJSA-N,literal,O=C(O)C1(C)CCCC2(C3=C(C=C(C(=C)C)CC3)CCC12)C,literal,554491-1,en,literal,Angustanoic acid A,,,literal,10.1021/NP980054A,,
2462,uri,http://www.wikidata.org/entity/Q900986,uri,http://www.wikidata.org/entity/Q105309586,literal,Schisandra chinensis,literal,WOMHOBHWESQOKV-UHFFFAOYSA-N,literal,C=C1C2CCCC12,literal,60456331-2,en,literal,6-methylidenebicyclo[3.1.0]hexane,,,literal,10.1002/JSSC.200800341,,
2463,uri,http://www.wikidata.org/entity/Q11126507,uri,http://www.wikidata.org/entity/Q105305782,literal,Schisandra pubescens,literal,WHSVRTGSYRNMKX-PMOUVXMZSA-N,literal,OC1(C2=CC3(OC(C)(CC3)C2CC1)C(C)C)C,literal,555102-1,en,literal,"(1R,3aS,4S,7S)-4,7-Epoxy-1,2,3,3a,4,5,6,7-octahydro-1,4-dimethyl-7-isopropylazulene-1-ol",,,literal,10.1002/HLCA.200690114,,
2464,uri,http://www.wikidata.org/entity/Q10937447,uri,http://www.wikidata.org/entity/Q105325743,literal,Schisandra grandiflora,literal,XDISQVVKDHLTOE-LGYFHCBISA-N,literal,O=C1OC23CC45OC6(OC7C(OC(=O)C7(O)C)C8C(C(=O)C(C)(CC4)C86)C)C(=O)C5=CCC3C(OC2C1)(C)C,literal,555092-1,en,literal,Lancifodilactone N,,,literal,10.1021/NP900292E,,
2465,uri,http://www.wikidata.org/entity/Q10905351,uri,http://www.wikidata.org/entity/Q105314490,literal,Schisandra sphenanthera,literal,WXANZVVNRUXETF-XOWTYJCDSA-N,literal,O=C(OC1C2=CC(OC)=C(OC)C(OC)=C2C=3C(OC)=C(OC)C(O)=CC3CC(C)C1C)C=4C=CC=CC4,literal,555104-1,en,literal,Benzoylgomisin U,,,literal,10.1016/J.CHROMA.2008.09.070,,
2466,uri,http://www.wikidata.org/entity/Q10905351,uri,http://www.wikidata.org/entity/Q105314490,literal,Schisandra sphenanthera,literal,WXANZVVNRUXETF-XOWTYJCDSA-N,literal,O=C(OC1C2=CC(OC)=C(OC)C(OC)=C2C=3C(OC)=C(OC)C(O)=CC3CC(C)C1C)C=4C=CC=CC4,literal,555104-1,en,literal,Benzoylgomisin U,,,literal,10.1016/0031-9422(91)85290-G,,
2467,uri,http://www.wikidata.org/entity/Q10916972,uri,http://www.wikidata.org/entity/Q105290129,literal,Schisandra propinqua,literal,VODQWBWAKCQHQJ-NYNYLJNHSA-N,literal,O=C1OC23CC4(O)CCC5(C)C(C(O)C(O)C5(O)C4CCC3C(OC2C1)(C)C)C(C)C(O)C6OC(=O)C(C)C6,literal,555101-1,en,literal,propindilatone H,,,literal,10.1021/NP8001699,,
2468,uri,http://www.wikidata.org/entity/Q12218767,uri,http://www.wikidata.org/entity/Q105361239,literal,Schisandra arisanensis,literal,YTAKUZMOQQARQX-RYUDHWBXSA-N,literal,OC=1C=C2C(=C(OC)C1OC)C=3C(O)=C(OC)C(OC)=CC3CC(C)C(C)C2,literal,555084-1,en,literal,"(9S,10S)-4,5,15,16-tetramethoxy-9,10-dimethyltricyclo[10.4.0.02,7]hexadeca-1(16),2,4,6,12,14-hexaene-3,14-diol",,,literal,10.1021/NP9003678,,
2469,uri,http://www.wikidata.org/entity/Q5492045,uri,http://www.wikidata.org/entity/Q105341215,literal,Illicium,literal,XSSDYIMYZONMBL-UHFFFAOYSA-N,literal,O=C(O)C1=CC=C(OC2OC(CO)C(O)C(O)C2O)C=C1,literal,25577-1,en,literal,4-Hydroxybenzoic acid glucoside,,,literal,10.1007/S00394-019-01987-6,,
2470,uri,http://www.wikidata.org/entity/Q10960116,uri,http://www.wikidata.org/entity/Q105343152,literal,Illicium micranthum,literal,XVTUVYDLNDXGDX-IPSFCHQMSA-N,literal,O=C1OC2CC3(C1O)C(O)(CC4OC43C)C5(C)COC(=O)C25O,literal,554525-1,en,literal,"(1R,2R,4S,6S,7S,11R,12S,15R)-6,11,15-trihydroxy-2,7-dimethyl-3,9,13-trioxapentacyclo[10.3.1.01,6.02,4.07,11]hexadecane-10,14-dione",,,literal,10.1002/HLCA.200690102,,
2471,uri,http://www.wikidata.org/entity/Q12218767,uri,http://www.wikidata.org/entity/Q105304090,literal,Schisandra arisanensis,literal,WFNWOPFVZGRWFA-QQKBFRNYSA-N,literal,O=C1C2=CC(OC)=C(O)C=C2C(C3=CC=C(O)C(OC)=C3)C(C)C1C,literal,555084-1,en,literal,ArisantetraloneB,,,literal,10.1021/NP9003678,,
2472,uri,http://www.wikidata.org/entity/Q11051380,uri,http://www.wikidata.org/entity/Q105350149,literal,Illicium tashiroi,literal,YLILXMIOQPWCOR-ANZZWMKQSA-N,literal,O=C1C=C(OC)C(O)(C=CC(O)(C)C)CC1CC=C,literal,554547-1,en,literal,Illicinone H,,,literal,10.1016/S0031-9422(00)97566-6,,
2473,uri,http://www.wikidata.org/entity/Q11051380,uri,http://www.wikidata.org/entity/Q105350149,literal,Illicium tashiroi,literal,YLILXMIOQPWCOR-ANZZWMKQSA-N,literal,O=C1C=C(OC)C(O)(C=CC(O)(C)C)CC1CC=C,literal,554547-1,en,literal,Illicinone H,,,literal,10.1016/S0031-9422(00)89750-2,,
