,organism.type,organism,structure.type,structure,organism_name.type,organism_name,ipniID.type,ipniID,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
453,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1007/BF00233419,,,,
454,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1016/S0021-9673(01)92618-4,,,,
455,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1055/S-2006-959438,,,,
456,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1248/CPB.24.2204,,,,
457,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1248/CPB.36.3468,,,,
458,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1021/JF00093A051,,,,
459,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1016/0014-2999(96)00597-3,,,,
460,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1007/BF02856357,,,,
461,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1016/0959-8049(96)00102-5,,,,
462,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1248/YAKUSHI1947.115.3_241,,,,
463,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1016/S0021-9673(00)80545-2,,,,
464,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1248/CPB.36.4467,,,,
465,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1039/A908419C,,,,
466,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1016/S0021-9673(99)01253-4,,,,
467,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1016/S0731-7085(00)00264-8,,,,
468,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1021/AC00117A026,,,,
469,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1002/BMS.1200150809,,,,
470,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1021/AC980890P,,,,
471,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1016/0021-9673(93)80479-R,,,,
472,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1254/JJP.35.79,,,,
473,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1081/JLC-100108536,,,,
474,uri,http://www.wikidata.org/entity/Q26354,uri,http://www.wikidata.org/entity/Q104250275,literal,Hedera helix,literal,90723-1,literal,GVJHHUAWPYXKBD-IHMCZWCLSA-N,literal,OC=1C(=C(C=2OC(C)(CCC2C1C)CCCC(C)CCCC(C)CCCC(C)C)C)C,en,literal,Covi-ox,literal,10.1007/BF02542606,,,,
475,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1016/B978-0-12-715005-5.50019-4,,,,
476,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104169766,literal,Panax ginseng,literal,77211872-1,literal,JPUKWEQWGBDDQB-UHFFFAOYSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=CC4,en,literal,trifolin,literal,10.1021/NP050185T,,,,
477,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104169766,literal,Panax ginseng,literal,77211872-1,literal,JPUKWEQWGBDDQB-UHFFFAOYSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=CC4,en,literal,trifolin,literal,10.1248/CPB.29.2844,,,,
478,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104169766,literal,Panax ginseng,literal,77211872-1,literal,JPUKWEQWGBDDQB-UHFFFAOYSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=CC4,en,literal,trifolin,literal,10.1248/CPB.55.571,,,,
479,uri,http://www.wikidata.org/entity/Q857756,uri,http://www.wikidata.org/entity/Q104251110,literal,Hedera rhombea,literal,60453330-2,literal,FWNZEKQVBDXWKA-IGBLBPMESA-N,literal,OCC1OC(OC2CC3=CCC4C(CCC5(C)C(CCC45)C(C)CCC(C)C(C)C)C3(C)CC2)C(O)C(O)C1O,en,literal,campesterol-3-O-beta-d-glucoside,literal,10.1248/CPB.33.3473,,,,
480,uri,http://www.wikidata.org/entity/Q111147141,uri,http://www.wikidata.org/entity/Q104252118,literal,Didymopanax macrocarpus,literal,90349-1,literal,UGJAEDFOKNAMQD-SXSDINLZSA-N,literal,OC(C#CC#CCC=CCCCCCCC)C=C,en,literal,(Z)-falcarinol,literal,10.1016/0305-1978(92)90037-E,,,,
481,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104249395,literal,Panax ginseng,literal,77211872-1,literal,ITYNGVSTWVVPIC-NSIINPIOSA-N,literal,C=C1CCC2C(C3C1CCC3C)C2(C)C,en,literal,Alloaromadendren,literal,10.1007/978-3-662-03331-9_2,,,,
482,uri,http://www.wikidata.org/entity/Q567948,uri,http://www.wikidata.org/entity/Q104391960,literal,Hedera colchica,literal,90679-1,literal,NVSLBOBPSCMMSO-BVLVEXITSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C45CCC(C)(C)CC5C6=CCC7C8(C)CCC(OC9OCC(O)C(O)C9OC%10OC(C)C(O)C(O)C%10O)C(C)(C)C8CCC7(C)C6(C)CC4,en,literal,Hederasaponin B,literal,10.1248/CPB.49.752,literal,36284-77-2,,
483,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104394897,literal,Panax ginseng,literal,77211872-1,literal,LFPVZIIPFONRSW-UUKUQQAMSA-N,literal,OC1CCC2(C)C(CCC3(C)C2CCC4C5(C)CCC(C(=C)C)C5CCC43C)C1(C)C,en,literal,Moretenol,literal,10.1007/BF02645749,,,,
484,uri,http://www.wikidata.org/entity/Q3123106,uri,http://www.wikidata.org/entity/Q104888519,literal,Hedera canariensis,literal,90665-1,literal,QUBNLZCADIYAFW-UHFFFAOYSA-N,literal,O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(CO)C5CCC4(C)C3(C)CC1,en,literal,"9-(Hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-10-(3,4,5-trihydroxyoxan-2-yl)oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",literal,10.1007/BF02238213,,,,
485,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104253324,literal,Panax ginseng,literal,77211872-1,literal,MBIPADCEHSKJDQ-PBOSXPJTSA-N,literal,C1=C2CCC3C(C2(C)C(C)CC1)C3(C)C,en,literal,CID 15560278,literal,10.1016/J.PHYTOCHEM.2005.09.012,literal,17334-55-3,,
486,uri,http://www.wikidata.org/entity/Q3123106,uri,http://www.wikidata.org/entity/Q104391960,literal,Hedera canariensis,literal,90665-1,literal,NVSLBOBPSCMMSO-BVLVEXITSA-N,literal,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C45CCC(C)(C)CC5C6=CCC7C8(C)CCC(OC9OCC(O)C(O)C9OC%10OC(C)C(O)C(O)C%10O)C(C)(C)C8CCC7(C)C6(C)CC4,en,literal,Hederasaponin B,literal,10.1007/BF01372340,literal,36284-77-2,,
487,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104253249,literal,Panax ginseng,literal,77211872-1,literal,FRMCCTDTYSRUBE-JYKNGBAOSA-N,literal,OC1(C)CCC2C(=C)CCC3C(C21)C3(C)C,en,literal,"(1aS,4aS,7S,7aR,7bS)-1,1,7-trimethyl-4-methylidene-1a,2,3,4a,5,6,7a,7b-octahydrocyclopropa[h]azulen-7-ol",literal,10.1248/CPB.37.509,,,,
488,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104253399,literal,Panax ginseng,literal,77211872-1,literal,COGPRPSWSKLKTF-CBBWQLFWSA-N,literal,OC12CCC(=CC2C(CCC1C)C(C)C)C,en,literal,Cubenol,literal,10.1002/JSSC.200800253,,,,
489,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104253288,literal,Panax ginseng,literal,77211872-1,literal,PVLHOJXLNBFHDX-XHJPDDKBSA-N,literal,OC1CC2C3(C)CCC(O)C(C)(C)C3CCC2(C)C4(C)CCC(C14)C5(OC(C)(C)CCC5)C,en,literal,panaxadiol,literal,10.1007/S11947-013-1234-1,,,,
490,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104253288,literal,Panax ginseng,literal,77211872-1,literal,PVLHOJXLNBFHDX-XHJPDDKBSA-N,literal,OC1CC2C3(C)CCC(O)C(C)(C)C3CCC2(C)C4(C)CCC(C14)C5(OC(C)(C)CCC5)C,en,literal,panaxadiol,literal,10.1007/BF02974185,,,,
491,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104253288,literal,Panax ginseng,literal,77211872-1,literal,PVLHOJXLNBFHDX-XHJPDDKBSA-N,literal,OC1CC2C3(C)CCC(O)C(C)(C)C3CCC2(C)C4(C)CCC(C14)C5(OC(C)(C)CCC5)C,en,literal,panaxadiol,literal,10.1002/BMC.1130060209,,,,
492,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104253288,literal,Panax ginseng,literal,77211872-1,literal,PVLHOJXLNBFHDX-XHJPDDKBSA-N,literal,OC1CC2C3(C)CCC(O)C(C)(C)C3CCC2(C)C4(C)CCC(C14)C5(OC(C)(C)CCC5)C,en,literal,panaxadiol,literal,10.1007/BF00567985,,,,
493,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104253288,literal,Panax ginseng,literal,77211872-1,literal,PVLHOJXLNBFHDX-XHJPDDKBSA-N,literal,OC1CC2C3(C)CCC(O)C(C)(C)C3CCC2(C)C4(C)CCC(C14)C5(OC(C)(C)CCC5)C,en,literal,panaxadiol,literal,10.1248/YAKUSHI1947.95.12_1456,,,,
494,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104253288,literal,Panax ginseng,literal,77211872-1,literal,PVLHOJXLNBFHDX-XHJPDDKBSA-N,literal,OC1CC2C3(C)CCC(O)C(C)(C)C3CCC2(C)C4(C)CCC(C14)C5(OC(C)(C)CCC5)C,en,literal,panaxadiol,literal,10.1016/0959-8049(96)00102-5,,,,
495,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104253288,literal,Panax ginseng,literal,77211872-1,literal,PVLHOJXLNBFHDX-XHJPDDKBSA-N,literal,OC1CC2C3(C)CCC(O)C(C)(C)C3CCC2(C)C4(C)CCC(C14)C5(OC(C)(C)CCC5)C,en,literal,panaxadiol,literal,10.1002/BMS.1200150809,,,,
496,uri,http://www.wikidata.org/entity/Q15225112,uri,http://www.wikidata.org/entity/Q104403587,literal,Aralia armata,literal,89581-1,literal,PLFVAHQBFNVLPJ-VAYXFIKJSA-N,literal,O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(=O)OC)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CC1,en,literal,Calenduloside E methyl ester,literal,10.1016/0031-9422(94)00902-6,,,,
497,uri,http://www.wikidata.org/entity/Q284736,uri,http://www.wikidata.org/entity/Q104403689,literal,Aralia elata,literal,89629-1,literal,CAVHSWOJPOOWEG-NRHIMCPYSA-N,literal,O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CCC5(C)C4(C)CCC3C2(C)C)C(OC8OCC(O)C(O)C8O)C(OC9OC(CO)C(O)C(O)C9O)C1O,en,literal,Elatoside C,literal,10.1248/CPB.41.2069,,,,
498,uri,http://www.wikidata.org/entity/Q284736,uri,http://www.wikidata.org/entity/Q104403689,literal,Aralia elata,literal,89629-1,literal,CAVHSWOJPOOWEG-NRHIMCPYSA-N,literal,O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CCC5(C)C4(C)CCC3C2(C)C)C(OC8OCC(O)C(O)C8O)C(OC9OC(CO)C(O)C(O)C9O)C1O,en,literal,Elatoside C,literal,10.1248/CPB.42.1354,,,,
499,uri,http://www.wikidata.org/entity/Q284736,uri,http://www.wikidata.org/entity/Q104403689,literal,Aralia elata,literal,89629-1,literal,CAVHSWOJPOOWEG-NRHIMCPYSA-N,literal,O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CCC5(C)C4(C)CCC3C2(C)C)C(OC8OCC(O)C(O)C8O)C(OC9OC(CO)C(O)C(O)C9O)C1O,en,literal,Elatoside C,literal,10.1248/CPB.44.1915,,,,
500,uri,http://www.wikidata.org/entity/Q284736,uri,http://www.wikidata.org/entity/Q104403689,literal,Aralia elata,literal,89629-1,literal,CAVHSWOJPOOWEG-NRHIMCPYSA-N,literal,O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CCC5(C)C4(C)CCC3C2(C)C)C(OC8OCC(O)C(O)C8O)C(OC9OC(CO)C(O)C(O)C9O)C1O,en,literal,Elatoside C,literal,10.1248/CPB.48.838,,,,
501,uri,http://www.wikidata.org/entity/Q284736,uri,http://www.wikidata.org/entity/Q104403689,literal,Aralia elata,literal,89629-1,literal,CAVHSWOJPOOWEG-NRHIMCPYSA-N,literal,O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CCC5(C)C4(C)CCC3C2(C)C)C(OC8OCC(O)C(O)C8O)C(OC9OC(CO)C(O)C(O)C9O)C1O,en,literal,Elatoside C,literal,10.1248/CPB.43.1878,,,,
502,uri,http://www.wikidata.org/entity/Q284736,uri,http://www.wikidata.org/entity/Q104403689,literal,Aralia elata,literal,89629-1,literal,CAVHSWOJPOOWEG-NRHIMCPYSA-N,literal,O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CCC5(C)C4(C)CCC3C2(C)C)C(OC8OCC(O)C(O)C8O)C(OC9OC(CO)C(O)C(O)C9O)C1O,en,literal,Elatoside C,literal,10.1248/CPB.44.1923,,,,
503,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104402222,literal,Panax ginseng,literal,77211872-1,literal,YGSIRXHFAUFUEJ-GPTQDWHKSA-N,literal,O=C1C=COC(=C1OC2OC(CO)C(O)C(O)C2O)C,en,literal,Dianthoside,literal,10.1248/CPB.32.4674,literal,20847-13-6,,
504,uri,http://www.wikidata.org/entity/Q5789976,uri,http://www.wikidata.org/entity/Q104908701,literal,Hydrocotyle sibthorpioides,literal,843698-1,literal,ABMWBKNSGMUGOD-QKIYDAHYSA-N,literal,O=C(OC1C(OC(=O)C)C2(CO)C(O)CC3(C(=CCC4C5(C)CCC(OC6OC(COC7OCC(O)C(O)C7O)C(O)C(O)C6OC8OC(CO)C(O)C(O)C8O)C(C)(C)C5CCC43C)C2CC1(C)C)C)C,en,literal,Hydrocosisaponin A,literal,10.1016/J.PHYTOCHEM.2008.01.005,,,,
505,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104911677,literal,Panax ginseng,literal,77211872-1,literal,AGBCLJAHARWNLA-MYYDUBIESA-N,literal,OCC1OC(OC2CC3(C)C(CC(O)C4C(CCC43C)C(O)(C)CCC=C(C)C)C5(C)CCC(O)C(C)(C)C25)C(OC6OC(C)C(O)C(O)C6O)C(O)C1O,,literal,Q104911677,literal,10.1080/10286020.2010.508035,,,,
506,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104415326,literal,Panax ginseng,literal,77211872-1,literal,NPJICTMALKLTFW-UHFFFAOYSA-N,literal,OCC1OC(OC2CC3=CCC4C(CCC5(C)C(CCC45)C(C)CCC(CC)C(C)C)C3(C)CC2)C(O)C(O)C1O,en,literal,beta-Sitosterol 3-O-beta-D-galactopyranoside,literal,10.1248/CPB.55.571,,,,
507,uri,http://www.wikidata.org/entity/Q26354,uri,http://www.wikidata.org/entity/Q104909651,literal,Hedera helix,literal,90723-1,literal,ADKVNLJOJPLERM-GMBPKHMRSA-N,literal,OC(C#CC#CCC=CC=CCCCC=C)C=C,en,literal,Didehydrofalcarinol,literal,10.1016/0031-9422(89)80223-7,,,,
508,uri,http://www.wikidata.org/entity/Q26354,uri,http://www.wikidata.org/entity/Q104909651,literal,Hedera helix,literal,90723-1,literal,ADKVNLJOJPLERM-GMBPKHMRSA-N,literal,OC(C#CC#CCC=CC=CCCCC=C)C=C,en,literal,Didehydrofalcarinol,literal,10.1111/J.1600-0536.1987.TB02634.X,,,,
509,uri,http://www.wikidata.org/entity/Q15557554,uri,http://www.wikidata.org/entity/Q104399813,literal,Schefflera heptaphylla,literal,962429-1,literal,OSXJYFIVZQMFMF-ATHBPGJJSA-N,literal,O=C(O)C1(C)C(O)CCC2(C)C1CCC3(C)C2CCC4C5C(C(=C)C)CCC5(C(=O)OC6OC(COC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7O)C(O)C(O)C6O)CCC43C,en,literal,Acankoreoside A,literal,10.1016/0031-9422(91)83647-4,,,,
510,uri,http://www.wikidata.org/entity/Q15557554,uri,http://www.wikidata.org/entity/Q104399813,literal,Schefflera heptaphylla,literal,962429-1,literal,OSXJYFIVZQMFMF-ATHBPGJJSA-N,literal,O=C(O)C1(C)C(O)CCC2(C)C1CCC3(C)C2CCC4C5C(C(=C)C)CCC5(C(=O)OC6OC(COC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7O)C(O)C(O)C6O)CCC43C,en,literal,Acankoreoside A,literal,10.1080/10286020.2011.566562,,,,
