,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structureLabel.xml:lang,structureLabel.type,structureLabel,ipniID.type,ipniID,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
653,uri,http://www.wikidata.org/entity/Q3539178,uri,http://www.wikidata.org/entity/Q105245352,literal,Trillium camschatcense,literal,RTRGAUMHSFKMOQ-FAQHXHHLSA-N,literal,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(OC7OC(CO)C(O)C(O)C7OC8OC(C)C(O)C(O)C8O)CCC6(C)C5CCC4(C)C3(O)C2C)C(O)C(O)C1O,,literal,Q105245352,literal,328445-2,literal,10.1248/CPB.55.551,,,,
654,uri,http://www.wikidata.org/entity/Q7137387,uri,http://www.wikidata.org/entity/Q105285684,literal,Paris polyphylla,literal,VGACCGUGJMEGRA-ZPUMDCDPSA-N,literal,OCC1OC(OC2CC3=CCC4C(CCC5(C)C4CC6OC7(OCC(C)CC7)C(C)C65)C3(C)CC2)C(O)C(O)C1OC8OCC(O)C(O)C8OC9OC(C)C(O)C(O)C9O,,literal,Q105285684,literal,539722-1,literal,10.1016/0031-9422(80)85070-9,,,,
655,uri,http://www.wikidata.org/entity/Q7137387,uri,http://www.wikidata.org/entity/Q105285684,literal,Paris polyphylla,literal,VGACCGUGJMEGRA-ZPUMDCDPSA-N,literal,OCC1OC(OC2CC3=CCC4C(CCC5(C)C4CC6OC7(OCC(C)CC7)C(C)C65)C3(C)CC2)C(O)C(O)C1OC8OCC(O)C(O)C8OC9OC(C)C(O)C(O)C9O,,literal,Q105285684,literal,539722-1,literal,10.1016/S0031-9422(00)81066-3,,,,
656,uri,http://www.wikidata.org/entity/Q15545940,uri,http://www.wikidata.org/entity/Q105274649,literal,Paris mairei,literal,UKLCVFZBHQQOHJ-XDCKBGRWSA-N,literal,OCC1OC(OC2C(O)C(OC(OC3CCC4(C)C5C(=CC(O)C4(O)C3)C6CC7OC8(OCC(C)CC8)C(C)C7C6(C)CC5)C2OC9OC(C)C(O)C(O)C9O)CO)C(O)C(O)C1O,,literal,Q105274649,literal,539712-1,literal,10.1007/S10600-009-9207-3,,,,
657,uri,http://www.wikidata.org/entity/Q3539177,uri,http://www.wikidata.org/entity/Q105282362,literal,Trillium erectum,literal,UZOGNVFGXFVFGW-JEBGPEQRSA-N,literal,OCC1OC(OC2CC3=CCC4C(CCC5(C)C4CC6OC7(OCC(CO)CC7)C(C)C65O)C3(C)CC2)C(O)C(O)C1O,en,literal,"(2R,3R,4S,5S,6R)-2-[(1R,2S,4S,5'S,6R,7S,8S,9S,12S,13R,16S)-8-hydroxy-5'-(hydroxymethyl)-7,9,13-trimethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-oxane]-16-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",literal,304585-2,literal,10.1016/J.PHYTOCHEM.2008.08.004,,,,
658,uri,http://www.wikidata.org/entity/Q10894195,uri,http://www.wikidata.org/entity/Q105241708,literal,Veratrum dahuricum,literal,RNPABQVCNAUEIY-KJMHFZQZSA-N,literal,OC1CC2C3(O)OC4(CC5C6CN7CC(C)CCC7C(O)(C)C6C(O)C(O)C5(O)C14)C2(C)CCC3O,en,literal,"(1S,2R,6R,9S,10R,11R,12R,13S,14R,15S,16S,18S,19S,22S,23S,25R)-6,10,19-trimethyl-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosane-10,12,13,14,16,22,23-heptol",literal,543485-1,literal,10.1002/HLCA.200790078,,,,
659,uri,http://www.wikidata.org/entity/Q3539177,uri,http://www.wikidata.org/entity/Q105269322,literal,Trillium erectum,literal,UBJPAWDQEQPAFQ-LQJZIRPJSA-N,literal,OCC1OC(OCC2OC(OC3CC4=CCC5C(CCC6(C)C5CC7OC8(OCC(COC9OC(CO)C(O)C(O)C9O)CC8)C(C)C76O)C4(C)CC3)C(OC%10OC(C)C(O)C(O)C%10O)C(O)C2O)C(O)C(O)C1O,,literal,Q105269322,literal,304585-2,literal,10.1016/J.PHYTOCHEM.2008.08.004,,,,
660,uri,http://www.wikidata.org/entity/Q2355143,uri,http://www.wikidata.org/entity/Q105207166,literal,Veratrum lobelianum,literal,PELDOJNAKPMYLQ-VXCSKQSLSA-N,literal,OCC1OC(OC2CC3=CCC4C(CCC5(CO)C4CC6N7CC(C)CCC7C(C)C65)C3(C)CC2)C(O)C(O)C1O,en,literal,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[[(1S,2R,7S,10R,11S,14S,15R,16R,17R,20R,23S)-14-(hydroxymethyl)-10,16,20-trimethyl-22-azahexacyclo[12.10.0.02,11.05,10.015,23.017,22]tetracos-4-en-7-yl]oxy]oxane-3,4,5-triol",literal,30300236-2,literal,10.1007/BF02282370,,,,
661,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q105226725,literal,Veratrum album,literal,QRXOCOSLDOPPKH-PAZHJZPFSA-N,literal,O=C1C2=C(CCC3(OC4CC(C)CNC4C3C)C2C)C5CC=C6CC(O)CCC6(C)C15,en,literal,"(3S,3'R,3'aS,6'S,6aR,7'aR,9S,10R,11aS,11bR)-3-hydroxy-3',6',10,11b-tetramethylspiro[1,2,3,4,6,6a,7,8,10,11a-decahydrobenzo[a]fluorene-9,2'-3a,4,5,6,7,7a-hexahydro-3H-furo[3,2-b]pyridine]-11-one",literal,30192264-2,literal,10.1007/BF00575068,,,,
662,uri,http://www.wikidata.org/entity/Q11126737,uri,http://www.wikidata.org/entity/Q105291662,literal,Veratrum grandiflorum,literal,VRBNGKPRTHBEIQ-UHFFFAOYSA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C5=NCC(C)CC5)C)C2(C)CC1,en,literal,"10,13-dimethyl-17-[1-(3-methyl-2,3,4,5-tetrahydropyridin-6-yl)ethyl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",literal,543495-1,literal,10.1055/S-2006-961511,,,,
663,uri,http://www.wikidata.org/entity/Q11126737,uri,http://www.wikidata.org/entity/Q105291662,literal,Veratrum grandiflorum,literal,VRBNGKPRTHBEIQ-UHFFFAOYSA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C5=NCC(C)CC5)C)C2(C)CC1,en,literal,"10,13-dimethyl-17-[1-(3-methyl-2,3,4,5-tetrahydropyridin-6-yl)ethyl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",literal,543495-1,literal,10.1248/CPB.39.549,,,,
664,uri,http://www.wikidata.org/entity/Q158898,uri,http://www.wikidata.org/entity/Q105252705,literal,Veratrum nigrum,literal,SGYGAUUUPXBOSA-UHFFFAOYSA-N,literal,O=C(OC1CCC2(C)C3CC(O)C4C5(O)C(OC(=O)C(O)(C)CC)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C(C)CC,en,literal,"[10,12,14,16,23-Pentahydroxy-6,10,19-trimethyl-22-(2-methylbutanoyloxy)-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-13-yl] 2-hydroxy-2-methylbutanoate",literal,543516-1,literal,10.1002/RCM.2909,,,,
665,uri,http://www.wikidata.org/entity/Q10894195,uri,http://www.wikidata.org/entity/Q105241714,literal,Veratrum dahuricum,literal,RNPABQVCNAUEIY-UHFFFAOYSA-N,literal,OC1CC2C3(O)OC4(CC5C6CN7CC(C)CCC7C(O)(C)C6C(O)C(O)C5(O)C14)C2(C)CCC3O,en,literal,Germin,literal,543485-1,literal,10.1002/PTR.3022,,,,
666,uri,http://www.wikidata.org/entity/Q3539177,uri,http://www.wikidata.org/entity/Q105237013,literal,Trillium erectum,literal,RINVQQZBLIKLIW-YFXIBBDXSA-N,literal,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(C)C(O)C(OC9OC(C)C(O)C(O)C9O)C8O)C(O)C7OC%10OC(C)C(O)C(O)C%10O)CCC6(C)C5CCC4(C)C3(O)C2C)C(O)C(O)C1O,,literal,Q105237013,literal,304585-2,literal,10.1016/J.PHYTOCHEM.2008.10.019,,,,
667,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q105266305,literal,Veratrum album,literal,TWZQQKSYGPDWKZ-UHFFFAOYSA-N,literal,O=C(OC1C(O)C2C3(O)C(OC(=O)C(C)CC)C(O)C4C(CN5CC(C)CCC5C4(O)C)C3CC62OC7(O)C(OC(=O)C(O)(C)CC)CCC6(C)C17)C,en,literal,"[17-Acetyloxy-10,12,14,16,23-pentahydroxy-6,10,19-trimethyl-13-(2-methylbutanoyloxy)-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl] 2-hydroxy-2-methylbutanoate",literal,30192264-2,literal,10.1021/JA01589A033,,,,
668,uri,http://www.wikidata.org/entity/Q161870,uri,http://www.wikidata.org/entity/Q110077451,literal,Veratrum,literal,PELDOJNAKPMYLQ-UHFFFAOYSA-N,literal,OCC1OC(OC2CC3=CCC4C(CCC5(CO)C4CC6N7CC(C)CCC7C(C)C65)C3(C)CC2)C(O)C(O)C1O,en,literal,"2-(Hydroxymethyl)-6-[[14-(hydroxymethyl)-10,16,20-trimethyl-22-azahexacyclo[12.10.0.02,11.05,10.015,23.017,22]tetracos-4-en-7-yl]oxy]oxane-3,4,5-triol",literal,325946-2,literal,10.1007/BF02282370,,,,
669,uri,http://www.wikidata.org/entity/Q7137387,uri,http://www.wikidata.org/entity/Q27106367,literal,Paris polyphylla,literal,OLAMGHNQGZIWHZ-YIKYYZBWSA-N,literal,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1,en,literal,Deltonin,literal,539722-1,literal,10.1016/S0031-9422(00)81066-3,literal,55659-75-1,literal,CHEMBL2207416
670,uri,http://www.wikidata.org/entity/Q15231325,uri,http://www.wikidata.org/entity/Q170002,literal,Paris fargesii,literal,GUBGYTABKSRVRQ-NVKTZKGVNA-N,literal,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,en,literal,maltose,literal,539699-1,literal,10.1016/J.JPROT.2019.02.003,literal,69-79-4,,
671,uri,http://www.wikidata.org/entity/Q15231325,uri,http://www.wikidata.org/entity/Q170002,literal,Paris fargesii,literal,GUBGYTABKSRVRQ-PICCSMPSSA-N,literal,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,en,literal,maltose,literal,539699-1,literal,10.1016/J.JPROT.2019.02.003,literal,69-79-4,,
672,uri,http://www.wikidata.org/entity/Q119135,uri,http://www.wikidata.org/entity/Q27103737,literal,Paris quadrifolia,literal,GMFLGNRCCFYOKL-ACCCYTKYSA-N,literal,CC12CCC3C(=CC(=O)C4(C3(CC(C(C4)O)O)C)O)C1(CCC2C(C)(C(CCC(C)(C)O)O)O)O,en,literal,polypodine B,literal,539724-1,literal,10.1007/BF00574363,literal,18069-14-2,literal,CHEMBL502028
673,uri,http://www.wikidata.org/entity/Q7137387,uri,http://www.wikidata.org/entity/Q170002,literal,Paris polyphylla,literal,GUBGYTABKSRVRQ-NVKTZKGVNA-N,literal,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,en,literal,maltose,literal,539722-1,literal,10.1016/J.JPROT.2019.02.003,literal,69-79-4,,
674,uri,http://www.wikidata.org/entity/Q7137387,uri,http://www.wikidata.org/entity/Q170002,literal,Paris polyphylla,literal,GUBGYTABKSRVRQ-PICCSMPSSA-N,literal,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,en,literal,maltose,literal,539722-1,literal,10.1016/J.JPROT.2019.02.003,literal,69-79-4,,
675,uri,http://www.wikidata.org/entity/Q158898,uri,http://www.wikidata.org/entity/Q105330216,literal,Veratrum nigrum,literal,XLQGICHHYYWYIU-UHFFFAOYSA-N,literal,OC1CC2=CCC3C4C(=CCC3C2(C)CC1)C5(C)C(OC6(NCC(C)CC6)C5C)C4,en,literal,"5',7,8,13-Tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-9,18-diene-6,2'-piperidine]-16-ol",literal,543516-1,literal,10.1016/0031-9422(96)00211-7,,,,
676,uri,http://www.wikidata.org/entity/Q15249551,uri,http://www.wikidata.org/entity/Q15410900,literal,Veratrum mengtzeanum,literal,NPJICTMALKLTFW-OFUAXYCQSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,en,literal,sitogluside,literal,543513-1,literal,10.1007/S10600-012-0426-7,literal,474-58-8,literal,CHEMBL506678
677,uri,http://www.wikidata.org/entity/Q158898,uri,http://www.wikidata.org/entity/Q110196585,literal,Veratrum nigrum,literal,RXRWJDKUGSHUHO-UHFFFAOYSA-N,literal,O=C(OC1CCC2(C)C3C(O)C(O)C4C5(O)C(OC(=O)C(C)CC)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C8=CC=C(OC)C(OC)=C8,en,literal,"[10,12,14,16,17,23-Hexahydroxy-6,10,19-trimethyl-13-(2-methylbutanoyloxy)-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl] 3,4-dimethoxybenzoate",literal,543516-1,literal,10.1002/HLCA.200890030,,,,
678,uri,http://www.wikidata.org/entity/Q158898,uri,http://www.wikidata.org/entity/Q115948971,literal,Veratrum nigrum,literal,MPAXORVZKLDHRC-UHFFFAOYSA-N,literal,O=C(OC1CC2C3(O)OC4(CC5C6CN7CC(C)CCC7C(O)(C)C6C(O)C(OC(=O)C(C)CC)C5(O)C14)C2(C)CCC3OC(=O)C(O)(C)C(O)C)C,en,literal,"[16-Acetyloxy-10,12,14,23-tetrahydroxy-6,10,19-trimethyl-13-(2-methylbutanoyloxy)-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl] 2,3-dihydroxy-2-methylbutanoate",literal,543516-1,literal,10.1002/RCM.2909,,,,
679,uri,http://www.wikidata.org/entity/Q10894195,uri,http://www.wikidata.org/entity/Q2692608,literal,Veratrum dahuricum,literal,ISOSVXOWIXXPIQ-UHFFFAOYSA-N,literal,C1=CC=[GeH]C=C1,en,literal,germabenzene,literal,543485-1,literal,10.1002/PTR.2463,literal,75920-32-0,,
680,uri,http://www.wikidata.org/entity/Q2707753,uri,http://www.wikidata.org/entity/Q105343776,literal,Veratrum viride,literal,XWTNAYWYYCWVTF-UHFFFAOYSA-N,literal,OC1CC2=CCC3C4CCC(C(C)C5NCC(C)CC5)C4(C)C(O)CC3C2(C)CC1,en,literal,"10,13-dimethyl-17-[1-(5-methylpiperidin-2-yl)ethyl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,12-diol",literal,543543-1,literal,10.1016/S0040-4020(03)00882-2,,,,
681,uri,http://www.wikidata.org/entity/Q10894195,uri,http://www.wikidata.org/entity/Q15427945,literal,Veratrum dahuricum,literal,MALFODICFSIXPO-KFKQDBFTSA-N,literal,CC1CC(C(NC1)C(C)C2=C(C3=C(C=C2)C4CC=C5CC(CCC5(C4C3)C)O)C)O,en,literal,veratramine,literal,543485-1,literal,10.1007/S10600-008-9082-3,literal,60-70-8,literal,CHEMBL464724
682,uri,http://www.wikidata.org/entity/Q10894195,uri,http://www.wikidata.org/entity/Q15427945,literal,Veratrum dahuricum,literal,MALFODICFSIXPO-KFKQDBFTSA-N,literal,CC1CC(C(NC1)C(C)C2=C(C3=C(C=C2)C4CC=C5CC(CCC5(C4C3)C)O)C)O,en,literal,veratramine,literal,543485-1,literal,10.1002/PTR.2463,literal,60-70-8,literal,CHEMBL464724
683,uri,http://www.wikidata.org/entity/Q7137387,uri,http://www.wikidata.org/entity/Q110191887,literal,Paris polyphylla,literal,PYEXWAQJZBLVEX-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2C)OC3C(O)C(OC4CC5=CCC6C(CCC7(C)C6CC8OC9(OCC(C)CC9)C(C)C87)C5(C)CC4)OC(CO)C3O)C(O)C1O,en,literal,"5-[3,4-Dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-2-[3,5-dihydroxy-2-(hydroxymethyl)-6-(5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-oxane]-16-yl)oxyoxan-4-yl]oxy-6-methyloxane-3,4-diol",literal,539722-1,literal,10.1016/J.FITOTE.2008.09.010,,,,
684,uri,http://www.wikidata.org/entity/Q10917239,uri,http://www.wikidata.org/entity/Q115952449,literal,Trillium kamtschaticum,literal,LQIGIHFYLJKHAH-UHFFFAOYSA-N,literal,OC1CC2=CCC3C(CCC4(C)C3CC5(OC)OC6(OCC(C)CC6)C(C)C54)C2(C)CC1,en,literal,Bethogenin,literal,328436-2,literal,10.1248/CPB.22.1772,,,,
685,uri,http://www.wikidata.org/entity/Q2707753,uri,http://www.wikidata.org/entity/Q105343775,literal,Veratrum viride,literal,XWTNAYWYYCWVTF-RLBNDFFRSA-N,literal,OC1CC2=CCC3C4CCC(C(C)C5NCC(C)CC5)C4(C)C(O)CC3C2(C)CC1,en,literal,"(3S,8R,9S,10R,12S,13R,14S,17R)-10,13-dimethyl-17-[(1S)-1-[(2S,5S)-5-methylpiperidin-2-yl]ethyl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,12-diol",literal,543543-1,literal,10.1016/0031-9422(94)00825-E,,,,
686,uri,http://www.wikidata.org/entity/Q10894195,uri,http://www.wikidata.org/entity/Q15425293,literal,Veratrum dahuricum,literal,GPQLHGCIAUEJQK-UHFFFAOYSA-N,literal,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O)OC)O,en,literal,Pectolinarigenin,literal,543485-1,literal,10.1007/S10600-007-0233-8,literal,520-12-7,literal,CHEMBL78010
687,uri,http://www.wikidata.org/entity/Q3539176,uri,http://www.wikidata.org/entity/Q23058965,literal,Trillium undulatum,literal,RTATXGUCZHCSNG-QHWHWDPRSA-N,literal,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,en,literal,nictoflorin,literal,328444-2,literal,10.1007/BF02524937,literal,17650-84-9,literal,CHEMBL498879
688,uri,http://www.wikidata.org/entity/Q11126737,uri,http://www.wikidata.org/entity/Q15427945,literal,Veratrum grandiflorum,literal,MALFODICFSIXPO-KFKQDBFTSA-N,literal,CC1CC(C(NC1)C(C)C2=C(C3=C(C=C2)C4CC=C5CC(CCC5(C4C3)C)O)C)O,en,literal,veratramine,literal,543495-1,literal,10.1246/BCSJ.15.22,literal,60-70-8,literal,CHEMBL464724
689,uri,http://www.wikidata.org/entity/Q11126737,uri,http://www.wikidata.org/entity/Q15427945,literal,Veratrum grandiflorum,literal,MALFODICFSIXPO-KFKQDBFTSA-N,literal,CC1CC(C(NC1)C(C)C2=C(C3=C(C=C2)C4CC=C5CC(CCC5(C4C3)C)O)C)O,en,literal,veratramine,literal,543495-1,literal,10.1248/YAKUSHI1947.79.8_1102,literal,60-70-8,literal,CHEMBL464724
690,uri,http://www.wikidata.org/entity/Q7137387,uri,http://www.wikidata.org/entity/Q110192436,literal,Paris polyphylla,literal,NTYYJEMQZHVVSA-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC3CC4=CCC5C(CCC6(C)C5CC7OC8(OCC(C)CC8)C(C)C76O)C4(C)CC3)OC2CO)C(OC9OC(C)C(O)C(O)C9O)C1O,en,literal,"2-[2-[4,5-Dihydroxy-2-(hydroxymethyl)-6-(8-hydroxy-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-oxane]-16-yl)oxyoxan-3-yl]oxy-4-hydroxy-5-(hydroxymethyl)oxolan-3-yl]oxy-6-methyloxane-3,4,5-triol",literal,539722-1,literal,10.1016/J.FITOTE.2008.09.010,,,,
691,uri,http://www.wikidata.org/entity/Q10894195,uri,http://www.wikidata.org/entity/Q105352039,literal,Veratrum dahuricum,literal,YPWYCYNAPNRIIN-BEVWQJMMSA-N,literal,O=C(OC1C(O)C2C(CN3CC(C)CCC3C2(O)C)C4CC56OC7(O)C(O)CCC6(C)C7CC(O)C5C14O)C(=CC)C,en,literal,"[(1S,2S,6S,9S,10S,11R,12R,13S,14S,15S,16R,18S,19S,22S,23S,25R)-10,12,14,16,22,23-hexahydroxy-6,10,19-trimethyl-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-13-yl] (Z)-2-methylbut-2-enoate",literal,543485-1,literal,10.1007/S10600-008-9082-3,,,,
692,uri,http://www.wikidata.org/entity/Q8611957,uri,http://www.wikidata.org/entity/Q121802,literal,Veratrum formosanum,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,en,literal,beta-sitosterol,literal,543493-1,literal,10.1055/S-2006-961453,literal,83-46-5,,
693,uri,http://www.wikidata.org/entity/Q10894195,uri,http://www.wikidata.org/entity/Q105330216,literal,Veratrum dahuricum,literal,XLQGICHHYYWYIU-UHFFFAOYSA-N,literal,OC1CC2=CCC3C4C(=CCC3C2(C)CC1)C5(C)C(OC6(NCC(C)CC6)C5C)C4,en,literal,"5',7,8,13-Tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-9,18-diene-6,2'-piperidine]-16-ol",literal,543485-1,literal,10.1016/0031-9422(96)00211-7,,,,
694,uri,http://www.wikidata.org/entity/Q10917239,uri,http://www.wikidata.org/entity/Q105382488,literal,Trillium kamtschaticum,literal,ZSFQRNHZRLRTMV-SWIOJJMMSA-N,literal,OCC(O)C(=C)CCC=C(C)CCC(OC1OC(CO)C(O)C(O)C1O)C(O)(C)C,en,literal,"(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[(E,3R,11S)-2,11,12-trihydroxy-2,6-dimethyl-10-methylidenedodec-6-en-3-yl]oxyoxane-3,4,5-triol",literal,328436-2,literal,10.1248/CPB.55.551,,,,
695,uri,http://www.wikidata.org/entity/Q15545940,uri,http://www.wikidata.org/entity/Q1541130,literal,Paris mairei,literal,YQEMAEKYNNOCBY-IEMDQPGHSA-N,literal,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)OC8C(C(C(C(O8)CO)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1,en,literal,gracillin,literal,539712-1,literal,10.1007/S10600-009-9207-3,literal,19083-00-2,literal,CHEMBL500045
696,uri,http://www.wikidata.org/entity/Q15249551,uri,http://www.wikidata.org/entity/Q15427945,literal,Veratrum mengtzeanum,literal,MALFODICFSIXPO-KFKQDBFTSA-N,literal,CC1CC(C(NC1)C(C)C2=C(C3=C(C=C2)C4CC=C5CC(CCC5(C4C3)C)O)C)O,en,literal,veratramine,literal,543513-1,literal,10.1007/S10600-012-0426-7,literal,60-70-8,literal,CHEMBL464724
697,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q27094645,literal,Veratrum album,literal,WLAMNBDJUVNPJU-SCSAIBSYSA-N,literal,CCC(C)C(=O)O,en,literal,(R)-2-methylbutyric acid,literal,30192264-2,literal,10.1002/ARDP.19372750803,literal,32231-50-8,literal,CHEMBL1162483
698,uri,http://www.wikidata.org/entity/Q7920912,uri,http://www.wikidata.org/entity/Q105382355,literal,Veratrum fimbriatum,literal,ZRZLKBPAQMKVJY-UHFFFAOYSA-N,literal,O=C(OC1CC2C3(O)OC4(CC5C6CN7CC(C)CCC7C(O)(C)C6C(O)C(OC(=O)C(C)CC)C5(O)C14)C2(C)CCC3OC(=O)C)C,en,literal,"(16,22-Diacetyloxy-10,12,14,23-tetrahydroxy-6,10,19-trimethyl-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-13-yl) 2-methylbutanoate",literal,543490-1,literal,10.1021/JA01116A015,,,,
699,uri,http://www.wikidata.org/entity/Q15249551,uri,http://www.wikidata.org/entity/Q209685,literal,Veratrum mengtzeanum,literal,QIQXTHQIDYTFRH-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCCCC(=O)O,en,literal,stearic acid,literal,543513-1,literal,10.1007/S10600-012-0426-7,literal,57-11-4,literal,CHEMBL46403
700,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q105330214,literal,Veratrum album,literal,XLQGICHHYYWYIU-HVBRXSMLSA-N,literal,OC1CC2=CCC3C4C(=CCC3C2(C)CC1)C5(C)C(OC6(NCC(C)CC6)C5C)C4,en,literal,"(1R,2S,4R,5'R,6S,7S,8S,12S,13R,16S)-5',7,8,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-9,18-diene-6,2'-piperidine]-16-ol",literal,30192264-2,literal,10.1016/S0040-4039(00)75638-3,,,,
701,uri,http://www.wikidata.org/entity/Q3539178,uri,http://www.wikidata.org/entity/Q105382488,literal,Trillium camschatcense,literal,ZSFQRNHZRLRTMV-SWIOJJMMSA-N,literal,OCC(O)C(=C)CCC=C(C)CCC(OC1OC(CO)C(O)C(O)C1O)C(O)(C)C,en,literal,"(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[(E,3R,11S)-2,11,12-trihydroxy-2,6-dimethyl-10-methylidenedodec-6-en-3-yl]oxyoxane-3,4,5-triol",literal,328445-2,literal,10.1248/CPB.55.551,,,,
702,uri,http://www.wikidata.org/entity/Q10917239,uri,http://www.wikidata.org/entity/Q105313653,literal,Trillium kamtschaticum,literal,WVOVTSGMSZJIRX-BPKVZKIVSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2CO)OC(CCC(=CCCC(=C)C=C)C)C(O)(C)C)C(O)C(O)C1O,en,literal,"(2S,3R,4S,5S,6R)-2-[(2R,3S,4R,5R,6S)-4,5-dihydroxy-6-[(3R,6E)-2-hydroxy-2,6-dimethyl-10-methylidenedodeca-6,11-dien-3-yl]oxy-2-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",literal,328436-2,literal,10.1248/CPB.55.551,,,,
703,uri,http://www.wikidata.org/entity/Q11126737,uri,http://www.wikidata.org/entity/Q2317288,literal,Veratrum grandiflorum,literal,PEFNSGRTCBGNAN-QNDFHXLGSA-N,literal,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,en,literal,luteoloside,literal,543495-1,literal,10.1016/0031-9422(92)83436-3,literal,26811-41-6,literal,CHEMBL233929
