,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,ipniID.type,ipniID,structure_cas.type,structure_cas,chembl_id.type,chembl_id
189,uri,http://www.wikidata.org/entity/Q5753379,uri,http://www.wikidata.org/entity/Q27106811,literal,Carpotroche brasiliensis,literal,HASDUOHKNMHNJA-GDLVSTOPSA-N,literal,C1=CC(C(C1O)O)(C#N)OC2C(C(C(C(O2)CO)O)O)O,en,literal,epigynocardin,literal,10.1016/S0031-9422(00)82504-2,literal,111507-1,literal,101144-40-5,,
190,uri,http://www.wikidata.org/entity/Q17565380,uri,http://www.wikidata.org/entity/Q105300564,literal,Ryparosa acuminata,literal,WAZWEQYFSTXTHA-BHJGDWCPSA-N,literal,O=C1OCC2(C)CCCC13C2CCC45CC(CCC43)C(O)(C)C5,en,literal,neotripterifordin,literal,10.1071/CH9930739,literal,365867-1,,,,
191,uri,http://www.wikidata.org/entity/Q15356074,uri,http://www.wikidata.org/entity/Q422573,literal,Lindackeria dentata,literal,DRTQHJPVMGBUCF-XVFCMESISA-N,literal,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,en,literal,uridine,literal,10.1055/S-2004-832628,literal,365668-1,literal,58-96-8,literal,CHEMBL100259
192,uri,http://www.wikidata.org/entity/Q111634624,uri,http://www.wikidata.org/entity/Q105176433,literal,Hydnocarpus octandrus,literal,NAOCHKKFDYTOII-UHFFFAOYSA-N,literal,O=C1CCC2C(C)(CCC3C2(C)CCC4(C)C5CC(C)(CO)CCC5(C)CCC34C)C1C,en,literal,"D:A-Friedooleanan-3-one, 29-hydroxy-, (20alpha)-",literal,10.1039/P19770000418,literal,111760-1,,,,
193,uri,http://www.wikidata.org/entity/Q111634624,uri,http://www.wikidata.org/entity/Q105176433,literal,Hydnocarpus octandrus,literal,NAOCHKKFDYTOII-UHFFFAOYSA-N,literal,O=C1CCC2C(C)(CCC3C2(C)CCC4(C)C5CC(C)(CO)CCC5(C)CCC34C)C1C,en,literal,"D:A-Friedooleanan-3-one, 29-hydroxy-, (20alpha)-",literal,10.1016/S0031-9422(00)84667-1,literal,111760-1,,,,
194,uri,http://www.wikidata.org/entity/Q15390716,uri,http://www.wikidata.org/entity/Q105122996,literal,Caloncoba glauca,literal,IYUZPBQOICRGRP-BCXJXKNISA-N,literal,O=C(O)C12CCC3(C)C4CCC(O)C(C)C4(C)CCC3C2(C)CCC5(C)CC(O)C(=C)CC51,en,literal,"(3S,4R,4aS,6aS,6aR,6bR,8aS,10S,12aR,14aS,14bS)-3,10-dihydroxy-4,4a,6b,8a,14a-pentamethyl-11-methylidene-1,2,3,4,5,6,6a,7,8,9,10,12,12a,13,14,14b-hexadecahydropicene-6a-carboxylic acid",literal,10.1016/0031-9422(93)85433-R,literal,365014-1,,,,
195,uri,http://www.wikidata.org/entity/Q15390716,uri,http://www.wikidata.org/entity/Q105122996,literal,Caloncoba glauca,literal,IYUZPBQOICRGRP-BCXJXKNISA-N,literal,O=C(O)C12CCC3(C)C4CCC(O)C(C)C4(C)CCC3C2(C)CCC5(C)CC(O)C(=C)CC51,en,literal,"(3S,4R,4aS,6aS,6aR,6bR,8aS,10S,12aR,14aS,14bS)-3,10-dihydroxy-4,4a,6b,8a,14a-pentamethyl-11-methylidene-1,2,3,4,5,6,6a,7,8,9,10,12,12a,13,14,14b-hexadecahydropicene-6a-carboxylic acid",literal,10.1021/NP200831C,literal,365014-1,,,,
196,uri,http://www.wikidata.org/entity/Q5625192,uri,http://www.wikidata.org/entity/Q105228823,literal,Gynocardia odorata,literal,QVPNGNPONGJCDO-OCBUOAJQSA-N,literal,O=C1OC2CC3(C)CCC(C)(C)CC3C14CCC5(C)C6CCC(=O)C(C)C6(C)CCC5C24C,en,literal,"(1R,4S,5S,9R,10S,13S,14R,15S,17R,22R)-4,9,10,14,17,20,20-heptamethyl-24-oxahexacyclo[13.7.2.01,14.04,13.05,10.017,22]tetracosane-8,23-dione",literal,10.1016/0031-9422(95)00105-G,literal,111709-1,,,,
197,uri,http://www.wikidata.org/entity/Q15389792,uri,http://www.wikidata.org/entity/Q27131069,literal,Caloncoba echinata,literal,XMVQWNRDPAAMJB-QGZVFWFLSA-N,literal,C1CC(C=C1)CCCCCCCCCCCCC(=O)O,en,literal,(S)-chaulmoogric acid,literal,10.1016/S0021-9673(01)92485-9,literal,365009-1,literal,29106-32-9,literal,CHEMBL2204421
198,uri,http://www.wikidata.org/entity/Q15391562,uri,http://www.wikidata.org/entity/Q121802,literal,Caloncoba lophocarpa,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,en,literal,beta-sitosterol,literal,10.1080/10575639608043574,literal,365018-1,literal,64997-52-0,,
199,uri,http://www.wikidata.org/entity/Q15390716,uri,http://www.wikidata.org/entity/Q105298304,literal,Caloncoba glauca,literal,VWWIQUPEGPHXDE-ZQGYFWGMSA-N,literal,O=C1OC2CC3(C)CCC(=C)CC3C14CCC5(C)C6CCC(=O)C(C)C6(C)CCC5C24C,en,literal,Caloncobalactone,literal,10.1016/0031-9422(91)83041-I,literal,365014-1,,,,
200,uri,http://www.wikidata.org/entity/Q15391562,uri,http://www.wikidata.org/entity/Q105298304,literal,Caloncoba lophocarpa,literal,VWWIQUPEGPHXDE-ZQGYFWGMSA-N,literal,O=C1OC2CC3(C)CCC(=C)CC3C14CCC5(C)C6CCC(=O)C(C)C6(C)CCC5C24C,en,literal,Caloncobalactone,literal,10.1080/10575639608043574,literal,365018-1,,,,
201,uri,http://www.wikidata.org/entity/Q17565381,uri,http://www.wikidata.org/entity/Q105223236,literal,Rawsonia lucida,literal,QKNRHOUEJFBVGL-UHFFFAOYSA-N,literal,N#CC1(OC2=CC(O)=C(O)C(O)=C2O)C=CC(O)C1O,en,literal,"4,5-Dihydroxy-1-(2,3,4,5-tetrahydroxyphenoxy)cyclopent-2-ene-1-carbonitrile",literal,10.1016/S0305-1978(00)00048-X,literal,112018-1,,,,
202,uri,http://www.wikidata.org/entity/Q5625192,uri,http://www.wikidata.org/entity/Q121802,literal,Gynocardia odorata,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,en,literal,beta-sitosterol,literal,10.1016/0031-9422(95)00105-G,literal,111709-1,literal,64997-52-0,,
